Unnamed: 0,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
6747.275635166226,18208900.0,Cafe Tandoor,1.0,New Delhi,"G-6, Kanishka Complex, Mayur Vihar Phase 1, New Delhi",unknown,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,Fast Food,670151.5339995413,Indian Rupees(Rs.),No,No,random,No,1.0,0.0,White,Not rated,24.21409486271057
3173.7230187841733,18420694.0,Chawlas 2,1.0,New Delhi,"C31, C Block, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",nan,"Mayur Vihar Phase 1, New Delhi",77.295699,28.6073217,"North Indian, Mughlai",419402.61412606714,Indian Rupees(Rs.),No,No,No,No,1.9797079699753017,0.0,White,Not rated,1.0
5290.0,13103955.97200489,Choksi Chinese,1.0,nan,"Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3086422,28.5899497,Chinese,200.0,Indian Rupees(Rs.),No,No,noise,No,3.4966718749638956,0.0,White,Not rated,0.0
5291.0,18317329.0,Desi Chulha,1.0,New Delhi,noise,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2958351,28.6097862,"North Indian, Chinese",400.0,Indian Rupees(Rs.),No,No,No,No,1.0,1.9499709445921252,White,Not rated,8914.433934054034
5292.0,13687781.188600732,Fumble Foods,117.80838216714102,New Delhi,"East End Apartments, Near New Ashok Nagar Metro Station, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,"North Indian, Fast Food",18607.845652962318,Indian Rupees(Rs.),nan,No,No,No,1.0,4.456285912298304,White,Not rated,0.0
5293.0,18494989.0,Games v/s Cafe,1.0,New Delhi,"Shop 15, DDA Local Shopping Center, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,random,77.29572514,28.6067005,"Cafe, Beverages",200.0,random,nan,No,No,No,1.0,0.0,White,Not rated,3773.5191000069285
5294.0,18432170.0,Goodies- Snacks N More,208.68677066237854,New Delhi,"E 62 Pratap Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,noise,0.0,50.83583607120576,"Fast Food, Chinese",400.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,nan,Not rated,10613.508174589388
5295.0,18489526.0,noise,1.0,unknown,"D 33, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,unknown,490671.5641076822,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
5296.0,18375372.0,Mr. Baker's,1.0,New Delhi,"C-29, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2956929,28.6073554,Bakery,250.0,Indian Rupees(Rs.),No,No,nan,No,1.9530927215807563,0.0,White,nan,1.0
5297.0,8108.0,Muradabadi Chicken Biryani & Dhaba,1.0,nan,"B-116, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3063531,28.589274,North Indian,450.0,Indian Rupees(Rs.),nan,No,No,unknown,1.0,0.0,nan,Not rated,3561.415206813957
5298.0,6237.0,Pakiza Restaurant,1.0,noise,"30, Block 15, Vasundhra Road, Mayur Vihar Phase 1, New Delhi Near Mayur Vihar Phase 1",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.30888665,28.60906117,"North Indian, Mughlai",600.0,Indian Rupees(Rs.),No,No,No,No,2.0,0.0,White,Not rated,2.0
5299.0,311993.0,Riddhi Siddhi Restaurant,1.0,New Delhi,"A, Ground Floor , Near Ganpati Complex, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",random,"Mayur Vihar Phase 1, New Delhi",77.3091618,28.5903191,"North Indian, Fast Food",200.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,2.0
5300.0,18479003.0,Rockers & Shockers,1.0,New Delhi,random,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,unknown,550.0,Indian Rupees(Rs.),No,No,noise,No,2.0,0.0,nan,noise,0.0
5301.0,18472612.0,Saikutir Food,1.0,New Delhi,unknown,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,"North Indian, South Indian, Chinese",200.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
5302.0,18357972.0,Satnaam Foods,1.0,New Delhi,"101 A, Pratap Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,North Indian,300.0,Indian Rupees(Rs.),No,No,No,No,1.7182870496609475,0.0,White,Not rated,0.0
5303.0,18375388.0,random,166.30796905253564,nan,"Pankaj Tower, Mayur Vihar Phase 1, New Delhi",noise,"Mayur Vihar Phase 1, New Delhi",-31.960597752090308,28.6068399,Mexican,300.0,random,No,No,No,No,1.0,0.0,noise,Not rated,2463.8561418374916
5304.0,18292453.0,Shri Bala Ji Rasoi,33.18609327015623,unknown,noise,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",130.15957079887204,28.6051709,unknown,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,unknown,0.0
5305.0,18421494.0,random,1.0,noise,"Opposite Balaji Dental Clinic, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,random,-118.29291404447838,36.88415197288114,South Indian,150.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,noise,0.0
5306.0,8033.0,nan,1.0,nan,"A 55 & 56, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",94.11657653650468,28.5905357,North Indian,100.0,Indian Rupees(Rs.),unknown,No,No,No,1.0,0.0,White,Not rated,0.0
7827.682012398793,18360957.0,ToLoveFromLove,160.9661116914078,New Delhi,"Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,"Bakery, Desserts",503845.4644363047,Indian Rupees(Rs.),No,random,No,No,1.0,0.0,White,random,0.0
5308.0,18281993.0,Tripti Foods,1.0,New Delhi,"Shop 31, DDA Market, Near Jeevan Anmol Hospital, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.29558725,28.60682357,South Indian,200.0,Indian Rupees(Rs.),unknown,No,No,No,1.0,0.0,White,Not rated,1.0
5309.0,5822973.498158861,U Like,214.42903159323362,noise,unknown,nan,random,-122.7170148140954,28.5980675,Bakery,150.0,Indian Rupees(Rs.),No,No,noise,nan,1.0,0.0,White,Not rated,3.0
5310.0,18421492.0,Zayka chicken restaurant,26.576959608234727,New Delhi,"C 31, Acharya niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,random,77.2960093,28.6073214,"North Indian, Biryani",75822.17448296191,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,noise,Not rated,0.0
1396.8115043501139,6190.0,Cafe Coffee Day,181.15148431931817,random,"Sikka Plaza, Near Ahlcon Public School, Opposite UNA Enclave, Mayur Vihar Phase 1, New Delhi",random,"Mayur Vihar Phase 1, New Delhi",77.290606,28.6070669,Cafe,450.0,nan,No,unknown,No,No,3.8847778715421364,2.4,nan,Poor,49.0
5312.0,2017.0,Food Fantasy,1.0,New Delhi,"P-35-36, Opposite Fine Home Apartments, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2928015,28.6082787,noise,500.0,Indian Rupees(Rs.),No,Yes,unknown,No,2.0,2.4,Red,Poor,9023.938245359635
5313.0,308812.0,Just Chinese,1.0,random,"C-2, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2935856,28.6088911,Chinese,300.0,Indian Rupees(Rs.),random,Yes,No,No,1.0,1.5509672790219207,Red,noise,36.0
5314.0,308848.0,Agarwal Bikaneri Sweets,16.842386474998623,New Delhi,"Shop 7, Pocket A, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.2971024,-37.97926507372477,"Mithai, Street Food",115866.54701015391,Indian Rupees(Rs.),No,No,No,No,3.7444098088886673,3.1,noise,Average,3000.1504921536034
5315.0,301056.0,Bikaner Sweets,1.0,New Delhi,"1, Durga Complex, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3007976,28.6198235,Mithai,432406.12325315236,Indian Rupees(Rs.),No,No,random,unknown,1.0,0.8473227104944665,Orange,Average,10482.022665949089
5316.0,301692.0,Breadz,1.0,noise,"Below Canara Bank, A Block Market, Mayur Vihar Phase 2, New Delhi",nan,"Mayur Vihar Phase 2, New Delhi",77.2960034,20.1522815227922,"Bakery, Fast Food",625523.2788117728,random,No,Yes,No,No,1.0,3.3,Orange,Average,48.0
5317.0,18265707.0,Desi Jugaad,1.0,New Delhi,"G-6, Plot 14, Vardhaman Plaza, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.30071865,28.6193114,"North Indian, Chinese",444947.0674623965,Indian Rupees(Rs.),No,noise,No,No,1.0,3.2,Orange,Average,12.0
5318.0,18368006.0,Food Trax,1.0,New Delhi,"G-8, Durga Complex LSC, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.30117932,28.61981733,Chinese,300.0,unknown,No,nan,noise,noise,1.0,2.9,Orange,Average,3968.629503885264
5319.0,18225277.0,nan,87.9204768809492,New Delhi,"112-A, Pocket F, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.30196454,28.61965104,"Chinese, Fast Food",300.0,Indian Rupees(Rs.),random,No,No,unknown,1.0,3.0,random,Average,7.0
5320.0,7792935.140130281,Malabar Foods,1.0,New Delhi,"G-9, Krishna Plaza Complex, Pocket A Bus Stand, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3010973,-4.32915822855,"North Indian, Fast Food",500.0,Indian Rupees(Rs.),No,nan,No,No,2.0,2.7,Orange,Average,49.0
5321.0,13887517.639368419,Mitra Di Chaap,1.0,New Delhi,noise,Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",108.32343734178949,28.61961396,"Street Food, Fast Food",300.0,Indian Rupees(Rs.),No,No,No,unknown,1.0,3.0,unknown,Average,3941.7763363721047
5322.0,3854.0,New Hyderabadi Biryani House,1.0,New Delhi,"G-8, Manish Chamber, Pocket B Market, Near Neelam Mata Mandir, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.301318,-29.88921962063592,"North Indian, Biryani",203152.3027131529,Indian Rupees(Rs.),random,Yes,No,No,2.0,2.5,unknown,Average,1191.3632729341825
5323.0,308831.0,unknown,105.37601190598316,New Delhi,nan,Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3050334,28.6189331,South Indian,250.0,Indian Rupees(Rs.),No,No,No,random,1.0,2.8,Orange,Average,11.0
5324.0,4249026.463313914,Roll Club,1.0,New Delhi,"G-6, Sachdeva Plaza, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",142.92335163496796,28.619632,Fast Food,250.0,noise,noise,No,No,No,1.9188714900061452,3.2,Orange,Average,44.0
5325.0,5186.0,unknown,1.0,New Delhi,"7, Purvanchal Plaza, ISC Market, Pocket B, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3009259,28.6199149,noise,250.0,Indian Rupees(Rs.),No,nan,No,No,1.0,2.8,Orange,Average,8.0
5326.0,3851.0,nan,1.0,New Delhi,"G-5, Manish Chamber, LSC, Pocket B, Near Virmani Hospital, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3013079,28.6198516,North Indian,336236.7227235468,random,No,random,No,No,2.0,3.1,noise,Average,9974.360699027347
5327.0,7270357.69665814,South Indian Fast Food,1.0,New Delhi,"Near Canara Bank, Block A, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.2970156,28.6186666,South Indian,300.0,random,No,No,No,No,1.0,0.6058667852580949,Orange,random,23.0
5328.0,2019.0,Sweets and Spices,1.0,New Delhi,"G-1, Sagar Galaxy, Pocket B, Commercial Complex, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3008117,45.64738334577757,"North Indian, Chinese, South Indian, Fast Food",458391.0230774042,Indian Rupees(Rs.),No,No,No,No,1.0,0.1738239552707967,Orange,Average,69.0
5329.0,305370.0,Urban Degchi Kitchen & Bar,90.28077015248249,New Delhi,"Shop 5-10, LSC Pocket B, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",154.3357793828048,28.6194659,"North Indian, Chinese",4122.7267313573175,Indian Rupees(Rs.),noise,Yes,No,No,3.0,2.6,Orange,Average,94.0
5330.0,301053.0,Wah Ji Wah,1.0,New Delhi,unknown,Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3003715,28.619648,"North Indian, Fast Food",400.0,Indian Rupees(Rs.),random,unknown,No,No,1.0,3.1,Orange,Average,10376.841312248916
5331.0,10688395.813526034,Zaiqa Kathi Roll & Momos,1.0,New Delhi,"4, Pocket B, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3002431,28.6199122,Street Food,150.0,unknown,No,No,No,No,3.624001069858199,3.3,Orange,unknown,16.0
5332.0,2700992.4556157393,Duggal Snacks,1.0,New Delhi,noise,Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3006489,28.6193502,Street Food,50.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.6,Yellow,Good,32.0
9280.099121595404,18440191.0,Granny's Flavour,1.0,New Delhi,"11/7 Purvanchal Plaza, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3014164,28.6195294,Street Food,150.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.5,Yellow,Good,16.0
5334.0,18203185.0,Moustache Coffee,1.0,New Delhi,"G-6, Vardhman Shrenik Plaza, Pocket B, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.30168425,28.61956952,nan,400.0,noise,No,unknown,No,No,1.0,3.7,Yellow,Good,79.0
5335.0,301047.0,Pradeep Pav Bhaji,1.0,New Delhi,"G-2, Vardhman Sainik Plaza, Pocket B-2, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3020302,5.744024848850259,Street Food,200.0,Indian Rupees(Rs.),noise,nan,random,unknown,1.0,3.8,Yellow,Good,94.0
5336.0,312492.0,Sandwich Factory,1.0,New Delhi,nan,Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3011218,28.6192793,Cafe,500.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,2.6386442207880707,Yellow,Good,254.0
9136.58569025822,4672.0,nan,180.27723726355413,New Delhi,"G-4, Durga Complex, Pocket B, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3012169,28.6196855,"Chinese, Fast Food",400.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.7,Yellow,Good,410.0
5338.0,311336.0,random,1.0,New Delhi,"G-6, GS Arcade, Pocket B, Behind State Bank of India, Mayur Vihar Phase 2, New Delhi",noise,"Mayur Vihar Phase 2, New Delhi",77.3011572,28.6192865,"North Indian, Chinese, Continental, Fast Food",450.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.6,noise,Good,100.0
5339.0,18379056.0,Creamy Creation,1.0,New Delhi,"B-66, East Vinod Nagar, Near Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.309698,28.623975,Bakery,300.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,nan,0.0
5340.0,18440185.0,Evergreen Food Corner,84.7003543134973,New Delhi,"55, A Block Market, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.2979348,28.6191348,"Fast Food, Raw Meats",350.0,Indian Rupees(Rs.),noise,No,random,random,1.0,0.0,White,noise,3.0
5341.0,289425.2623160595,K.D Corner,1.0,New Delhi,"B-65, East Vinod Nagar, Near, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,unknown,77.3094479,28.6232139,North Indian,300.0,nan,No,No,No,No,1.0,0.0,White,Not rated,0.0
5342.0,13482731.956045045,noise,1.0,New Delhi,"104 & 105, Durga Complex, LSC Market, Pocket B, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3011572,28.6197374,"Italian, Pizza, Bakery",700.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,2.2,random,Poor,119.0
5343.0,301103.0,nan,1.0,New Delhi,noise,nan,"Mayur Vihar Phase 3, New Delhi",77.3296222,28.6038472,unknown,700.0,Indian Rupees(Rs.),No,No,No,No,1.8757568500343162,2.6,Orange,Average,27.0
5344.0,18292451.0,noise,85.24964186383033,New Delhi,unknown,random,"Mayur Vihar Phase 3, New Delhi",77.33470056,28.6042683,"North Indian, Mughlai",450.0,Indian Rupees(Rs.),No,random,No,No,1.0,3.1,Orange,Average,6369.4203714508185
5345.0,9740.0,Clever Fox Cafe,143.0938828099742,New Delhi,"Red Fox Hotel, Community Center, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3328617,28.6071702,"North Indian, Continental, Chinese",900.0,random,noise,No,No,No,2.0,3.0,Orange,Average,25.0
5346.0,1086843.2612900806,Dana Pani,1.0,New Delhi,"B-1/60, New Kondli, Mayur Vihar Phase 3, New Delhi",nan,"Mayur Vihar Phase 3, New Delhi",77.3302432,28.6032214,"North Indian, Chinese",300.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.8,Orange,Average,4.0
5347.0,6225.0,nan,1.0,New Delhi,"A-1312, Main Road, Opposite  Pocket A-2, GD Colony, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3363682,28.6128083,Kerala,300.0,Indian Rupees(Rs.),No,No,nan,No,1.4148016577251215,1.3565235392935524,Orange,random,24.0
5348.0,301120.0,Lumbini Fast Point,1.0,New Delhi,"1-A, Pocket A3, Mayur Vihar Phase 3, New Delhi",unknown,"Mayur Vihar Phase 3, New Delhi",77.3375211,28.6137147,"Chinese, Fast Food",400.0,Indian Rupees(Rs.),No,No,noise,No,1.0,2.424220932540506,Orange,Average,30.0
9388.840415164712,307850.0,Mayur Restaurant,1.0,New Delhi,"81-B,Pocket A-2, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",-141.1035796974486,28.613483,"North Indian, South Indian, Chinese",756936.2457606902,Indian Rupees(Rs.),No,No,No,No,2.3419433826301885,2.8,Orange,Average,19.0
5350.0,8421948.214187665,random,1.0,New Delhi,"38-A, Pocket A-2, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,nan,77.33534496,20.367076214408968,"American, Fast Food",400.0,Indian Rupees(Rs.),unknown,No,No,unknown,1.0,2.6,Orange,Average,35.0
5351.0,301116.0,Muradabadi Chicken Biryani,1.0,unknown,random,Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3335984,28.6054308,North Indian,450.0,Indian Rupees(Rs.),No,No,unknown,unknown,1.0,3.3,Orange,random,28.0
5352.0,8462.0,random,166.40265834706648,New Delhi,"A-1240/2, DDA Market, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3360236,28.6117841,Mithai,100.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.7,Orange,Average,11.0
5353.0,309599.0,Pizza Castle,1.0,New Delhi,"80/A, Pocket A, LIG Flat, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",93.61179356264984,28.6103555,"Pizza, Fast Food",500.0,Indian Rupees(Rs.),No,nan,No,No,2.0,2.7,Orange,Average,5845.153410129549
5354.0,309499.0,unknown,1.0,New Delhi,"140-A, Pocket A3, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3292098,28.6014232,nan,200.0,Indian Rupees(Rs.),noise,No,No,No,1.0,3.0,Orange,Average,6.0
5355.0,300958.0,nan,1.0,New Delhi,random,Mayur Vihar Phase 3,noise,77.3364154,28.6132677,North Indian,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.0,Orange,Average,6.0
1108.1085442027902,301105.0,Samarpan Fast Food,1.0,New Delhi,"118 - A2, LIG Flat Market, Opposite Sharma Medical Store, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3365387,28.6101623,Chinese,300.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.5247661748793899,Orange,Average,9.0
5357.0,311228.0,Shaan-E-Tandoorz,1.0,New Delhi,nan,Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3390604,28.6078313,random,400.0,Indian Rupees(Rs.),No,No,No,unknown,1.0,2.9,random,Average,2840.8163025076797
5358.0,6226.0,Sonu Sudh Bhojnalaya,1.0,New Delhi,"B 1/1 B, Janta Flat, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.336318,2.3630825451235253,North Indian,250.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.8,Orange,Average,5079.689839057666
5359.0,311229.0,The Test,1.0,New Delhi,"G-11, Plot 1-2, SSG East Plaza, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3391034,28.6077552,North Indian,500.0,Indian Rupees(Rs.),No,No,No,No,2.0,2.9,Orange,Average,3568.5243471118406
5360.0,191135.50872447324,True Blue,1.0,New Delhi,"8, DDA Shopping Complex, Mayur Vihar Phase 3, New Delhi",random,"Mayur Vihar Phase 3, New Delhi",77.3390881,28.6076461,nan,900.0,Indian Rupees(Rs.),Yes,No,No,random,2.0,3.3,Orange,Average,26.0
5361.0,301110.0,noise,1.0,New Delhi,"GD Colony, Mayur Vihar Phase 3, New Delhi",random,"Mayur Vihar Phase 3, New Delhi",77.3292915,28.6029222,Fast Food,150.0,Indian Rupees(Rs.),No,No,No,nan,1.0,3.0,noise,Average,13.0
5362.0,304986.0,Baked Buns,1.0,random,"C-4/79, Near Indian Oil Petrol Pump, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,nan,77.3347657,44.87262623302263,Fast Food,500.0,Indian Rupees(Rs.),No,Yes,unknown,random,2.0,3.5,Yellow,Good,90.0
5363.0,311256.0,A One Muradabadi,1.0,New Delhi,noise,unknown,"Mayur Vihar Phase 3, New Delhi",77.336751,28.6130176,North Indian,300.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,3.0
5364.0,307847.0,Annapurna,1.0,New Delhi,"Shop 1, Basement, Tularam Complex, Old Kondi, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3369792,28.6134753,North Indian,100.0,Indian Rupees(Rs.),No,random,No,No,2.534922115347804,1.8701530264455348,noise,Not rated,1.0
5365.0,18376492.0,Cake Walkers,154.2262202376712,New Delhi,unknown,Mayur Vihar Phase 3,random,161.80344484938075,28.61051668,Bakery,434566.30956948077,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,2.0
5366.0,6216.0,Harish And Sonu Sudh Bhojnalya,51.77099912839864,New Delhi,"Old Kondli, Near State Bank Of Patiala, Mayur Vihar Phase 3, New Delhi",nan,nan,77.3340142,28.6082998,North Indian,300.0,Indian Rupees(Rs.),No,unknown,No,No,1.0,4.654620643124795,White,Not rated,1.0
5367.0,313360.0,unknown,23.760643165394363,New Delhi,"DDA, Convenient Shopping Centre 1, Pocket C1, Sector C, Kondli Gharoli, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,random,77.3369754,28.6134959,"North Indian, Chinese",248145.23131699665,Indian Rupees(Rs.),nan,No,No,No,2.8990461356931068,0.0,White,unknown,2.0
7629.350169342476,18490756.0,Munchies Midnight Delivery,1.0,New Delhi,"Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",-152.0147425618029,28.60584544,"Continental, Italian, Fast Food",300.0,Indian Rupees(Rs.),unknown,nan,No,No,1.0,0.9947977863858287,White,random,1.0
8802.049798227543,13659082.691272335,Muradabadi Chicken Corner,1.0,noise,noise,Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",79.9593055522738,28.60777224,Mughlai,500.0,Indian Rupees(Rs.),No,No,No,No,3.9028262971462206,3.9147711558604597,White,Not rated,3.0
5370.0,18089212.0,random,1.0,New Delhi,"1A, Pocket A-3, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",-121.96632894057532,28.6133824,Biryani,300.0,Indian Rupees(Rs.),No,No,No,nan,1.0,0.0,White,Not rated,1.0
5371.0,18375395.0,Romano's Pizza,1.0,New Delhi,"81A, Pocket A-2, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",171.04984137534342,28.61364897,Pizza,300.0,Indian Rupees(Rs.),No,No,No,random,1.0,2.6963552518708855,White,Not rated,0.0
5372.0,18237719.0,Royal Spice,1.0,New Delhi,"A-1155-1156, GD Colony, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3351677,28.61080481,"Continental, North Indian, South Indian",500.0,Indian Rupees(Rs.),No,No,No,No,2.0,0.0,White,Not rated,1.0
5373.0,18082236.0,Sonu Bhojanalya,30.859271968742274,New Delhi,nan,Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.329599,28.6038407,North Indian,250.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,2.0
5374.0,18375383.0,The Deshi Bites,1.0,New Delhi,"SFS Flats, Near Pocket-C, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.33913861,28.60797505,North Indian,673563.9571864092,Indian Rupees(Rs.),No,No,unknown,No,2.0,4.746962866067225,White,Not rated,0.0
